DAYS_BIRTH,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,ZIP_CODE,NAME_EDUCATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,TARGET
-14016,F,110431.12036404006,215350.8628582681,10003,Secondary,0.7259669475679523,0.8805954928197636,0.21363266065367392,0
-17921,M,227545.21471093633,845674.2820030727,10003,Secondary,0.060879574393051694,0.07501668262212002,0.10223235741319037,0
-24534,F,171709.1471810502,509283.3566125958,10001,Secondary,0.1654177868027188,0.4459077352581128,0.7717489419531949,0
-17021,M,190631.06235308445,779291.4487035712,10002,Secondary,0.18413647987083648,0.6071752203290078,0.46891048518181366,0
-8288,M,140848.71970224552,675084.8349868851,10003,Higher education,0.041343585853998555,0.676276785832068,0.8324237819352568,1
-16282,F,198719.82111796402,290770.72870077397,10002,Secondary,0.7450125161602457,0.996195912374829,0.22615715342496212,0
-13365,F,127210.94412221368,297503.1516614297,10002,Higher education,0.9809525047399328,0.6826919603167207,0.6785680368324246,0
-19219,M,170449.39412816646,388317.1707755575,10001,Secondary,0.7783977884116824,0.6201541129971541,0.11812170486612805,0
-16979,M,267555.20701377763,429354.31613468286,10002,Secondary,0.8606319621223956,0.9897341523090019,0.08975068413476972,0
-18342,M,138816.73484474805,588751.2778810996,10003,Secondary,0.006007660338277154,0.0606681403781838,0.1333998503617515,1
-20274,M,83023.56321587041,335374.91370050306,10001,Secondary,0.11786996377459324,0.07443689615309823,0.8089013005603072,0
-9102,F,114924.25892053307,337613.21187202755,10002,Higher education,0.5590203392948624,0.5606825264240842,0.65561973543264,0
-9334,F,235206.20148428067,741154.2891415497,10003,Higher education,0.9778688847941674,0.35866461434959085,0.16596389193365824,1
-17544,M,194716.02912273488,241092.8215602637,10003,Incomplete higher,0.6607129310482036,0.09669751374705593,0.3847722106851854,1
-22982,F,147596.15456776903,475559.15071814804,10003,Incomplete higher,0.3741366937380777,0.3064488960927906,0.7636860097564567,1
-23523,F,127311.92171065901,530300.7623201852,10001,Higher education,0.1461493054814592,0.674354487407644,0.28567438941388723,0
-22855,F,179414.86932333396,591227.6658380281,10003,Higher education,0.15283569438265077,0.8806149636866302,0.9212637123130958,0
-10128,M,138292.7759280482,285052.5935094359,10002,Secondary,0.36275320231678376,0.09432447665655419,0.9146027913502571,0
-20292,F,174807.21791701898,641576.2431653311,10003,Secondary,0.7138101973440073,0.5401450624841042,0.5529008256947235,0
-18814,M,133992.22948072493,327738.79213084665,10001,Incomplete higher,0.031819291024910656,0.29611556479642187,0.6319742691521149,0
-25159,M,116124.19501447107,369216.0811047593,10003,Secondary,0.8521775914616385,0.6673261632938063,0.6532183533878299,0
-11564,M,149853.97782993456,442108.4143877105,10003,Secondary,0.9415514356898057,0.5494514944575069,0.25846845775507565,0
-12884,F,149445.01906365622,377303.84020697826,10002,Secondary,0.8888164605308312,0.9267110060221794,0.365321388723987,0
-19658,M,172794.97495095947,669668.9854109631,10001,Secondary,0.913026909396893,0.03768388694988811,0.13594111048988466,1
-21989,M,184894.50922153855,838589.8689746236,10003,Higher education,0.01533927941826374,0.47003727494014136,0.924871341653869,0
-19366,M,30000.0,30625.502217230995,10001,Secondary,0.9777923159498958,0.192759555350709,0.7238494386955521,0
-17158,F,119698.67568492978,566709.3194827248,10002,Secondary,0.36635711489034883,0.5367817086642457,0.046356266332647555,1
-12483,F,149097.8600943288,454161.1088778017,10002,Secondary,0.8692811183651747,0.8535793440668431,0.5493874500979167,0
-10285,M,289228.68566937145,1099915.728725749,10002,Higher education,0.18680887069961416,0.9113165277860585,0.3430737347379593,0
-23096,F,98581.60853926613,435976.992696585,10001,Higher education,0.4465257426622369,0.3982316632172018,0.8152878770614091,1
-13713,F,178653.8164219538,512453.2456088753,10002,Secondary,0.04416438862397665,0.8117805232658257,0.3438000878335128,0
-11511,F,259329.99796261732,1125465.2969408385,10003,Higher education,0.040075996842827255,0.28050807472550543,0.6441501246008949,0
-14585,M,103936.39116853887,177781.04330526348,10003,Secondary,0.9432761007696382,0.00630494631918066,0.16574033345657257,0
-15788,F,187853.27425480273,307453.8442831922,10003,Higher education,0.8106066125290391,0.8552390575229689,0.5587554896490587,1
-20494,F,115975.01849923404,420976.03516247054,10003,Higher education,0.5298260444137933,0.11941224240661463,0.2938857325535492,1
-10602,F,145207.07169116047,650610.7428460122,10002,Incomplete higher,0.5254581735645378,0.017611123362948455,0.16488842236251278,0
-17440,M,131567.7798861581,601225.9034489864,10002,Secondary,0.7487546184761863,0.3537976633679486,0.619259146936456,0
-11777,F,130524.4656976649,466619.9832083049,10003,Secondary,0.3416687815704901,0.37937998962495745,0.6386412000153757,0
-8138,F,340687.352227844,1056797.4900848854,10003,Secondary,0.7618692758619521,0.0772201707722725,0.9833537811337866,0
-25048,F,193280.28228729835,449487.28043946665,10001,Secondary,0.4850083799932724,0.814182646484471,0.6691060596611157,0
-18640,M,242679.0396516316,1193981.278515014,10003,Secondary,0.6379174029114649,0.4055927302083334,0.5157099385271282,0
-12865,M,218758.56293686925,498503.23890576756,10002,Secondary,0.9648294501031478,0.48992361376959437,0.9126208430847497,0
-25344,F,69844.48173145781,277753.65361682465,10001,Secondary,0.47131555752026155,0.2646252679528317,0.8282808186884558,1
-7682,F,202986.86235930884,634928.1279392039,10002,Incomplete higher,0.41840465974645014,0.5115067523465978,0.5487462784401786,0
-9616,M,263127.76798985805,903593.7459217559,10003,Secondary,0.9057491739413586,0.7667313906173336,0.5113490777408073,0
-8303,F,127616.28343297452,328474.38531009847,10002,Incomplete higher,0.902580494916344,0.9061827155005169,0.9419691857158768,0
-16795,M,239017.94119692786,1161458.0894751754,10002,Incomplete higher,0.9924187018831758,0.9705296007351493,0.6171270439589308,0
-13167,F,210351.49284153848,691368.415745958,10003,Incomplete higher,0.5508629993083092,0.426723924601364,0.7137791691695069,0
-7409,F,290832.6096121711,1381789.5049255479,10002,Incomplete higher,0.3442615410266028,0.9900338587684592,0.08667904214720312,1
-10730,F,150079.8662261263,154637.14112151784,10002,Higher education,0.24039006317770362,0.2949557117226813,0.7183056212492592,0
-17976,F,103014.6259110047,338988.4095016856,10003,Higher education,0.0340963569516618,0.006975935285060131,0.2646818422066832,1
-19176,M,155246.71736749375,600610.3588428983,10001,Secondary,0.7267286242108855,0.7676170438976347,0.11553792320629175,0
-23872,F,225856.84452203245,898982.67002057,10001,Higher education,0.2334761737354467,0.17843564854119864,0.8496661088053098,0
-24491,M,65185.50668487407,301151.0129930192,10001,Incomplete higher,0.6066408852256573,0.05245483812386287,0.691191086652746,0
-9352,F,54849.954042940524,55815.66624923121,10002,Secondary,0.9165923653643955,0.9240089225976987,0.4075643122381304,0
-15636,F,171252.37479333574,171478.53702231712,10002,Secondary,0.9502136073945268,0.7918108304969869,0.4314167262080665,0
-14733,F,143028.62392023025,413217.3956216113,10002,Higher education,0.004410133980310316,0.1026648015382563,0.19711772220981638,1
-14629,M,185223.46478411957,206926.9909339542,10002,Higher education,0.3170750313763564,0.7769101523843331,0.009550995466275247,0
-15761,F,218427.5923583017,1069886.7898433416,10002,Incomplete higher,0.8373780294652269,0.8439996974269963,0.3493591395693767,0
-9238,M,158671.5559408441,299613.26299987524,10003,Secondary,0.5364452053515353,0.905301665182571,0.14841435968258554,1
-14298,M,69627.98462999698,201270.75467542533,10002,Higher education,0.8075087334821528,0.54369406746636,0.4217267956873153,0
-22857,F,259667.79776878597,323169.6927530937,10001,Secondary,0.853323282837938,0.703412070528096,0.8338250879299584,0
-11619,F,115426.59260213813,356459.6720101034,10002,Incomplete higher,0.4426262199413228,0.762239278961011,0.11475436340271972,0
-21923,F,100905.60820540178,254264.4238028698,10001,Secondary,0.35898293802478554,0.6886389351561069,0.09175360213614647,0
-9393,M,265668.53757002373,313127.595808612,10002,Incomplete higher,0.4554332660505255,0.6468336203055937,0.902102219965562,0
-15377,M,159890.55115850232,374223.3659930955,10003,Secondary,0.6527952026242663,0.5475592527778836,0.7451395624383232,0
-7503,F,175869.96128337056,451237.3121694117,10002,Secondary,0.36715915288681833,0.4791954541955694,0.053069865617590084,0
-15320,F,193662.21467925538,960503.7681148397,10002,Secondary,0.7749882886977527,0.9961250195648306,0.07957048525758381,1
-9843,M,263257.3028795997,482167.1986726744,10003,Secondary,0.9039927936850224,0.3375607804221564,0.6849242281489275,1
-14056,F,150121.04906286686,477252.59853256476,10002,Higher education,0.2823112021587265,0.08826877044454862,0.37034420214768615,1
-24244,F,229232.15225172814,1134530.0254293226,10001,Secondary,0.9649896441742395,0.7650369650036276,0.7241732955444422,0
-18774,F,46418.67617968327,193476.60874553272,10001,Secondary,0.6227252467253106,0.21382437786949415,0.40445406930047767,1
-16076,F,207507.29296156808,1032031.2970577294,10002,Secondary,0.878168771219741,0.5326933596187057,0.9677866873211677,0
-18024,F,116933.05530369747,569837.3768182361,10002,Incomplete higher,0.10391643527210548,0.09580151660057068,0.6944166122606511,0
-20020,F,231862.14686099804,685884.9036742002,10001,Secondary,0.2514991370562387,0.6192838608167907,0.04661576484567487,0
-21802,F,163555.03638353103,619138.146232302,10003,Secondary,0.3210190794325922,0.9440074039032222,0.3305017748773662,0
-12005,M,146988.8626330314,211924.50109189263,10002,Higher education,0.3028221511745133,0.7227047126069578,0.5636061861360293,1
-24887,F,184472.71966186154,509992.41378993465,10001,Incomplete higher,0.17186115659853185,0.2145347782266135,0.14187363820035737,1
-23552,F,198921.6586303462,842646.8997919314,10003,Incomplete higher,0.8682009475248323,0.9711380452888607,0.0025203000752956894,1
-17556,F,198047.2001802645,598368.1820671386,10002,Incomplete higher,0.41861214128955004,0.3070869310245482,0.0793081323217163,0
-7671,M,129599.455874845,493877.10506241745,10002,Secondary,0.9631302124667881,0.43661498649135444,0.524263477696168,1
-22246,F,130354.10679070542,519201.1008230296,10001,Incomplete higher,0.5834723667901471,0.4981170203728008,0.632255090885571,0
-7313,F,179734.28892169066,361962.67238122306,10002,Higher education,0.1383946356448631,0.9907187433734728,0.09290337569421248,0
-11742,M,187355.22068661862,843622.6177777703,10003,Incomplete higher,0.5459047098339571,0.0688914007191832,0.6651565239056132,0
-18965,M,221118.8950402531,627820.6063896961,10001,Secondary,0.9935451477242423,0.6967282944355699,0.6171241572546758,0
-7875,F,58795.552465324756,108227.34961496554,10003,Incomplete higher,0.5651716870992748,0.36193087569273585,0.9398969820112626,0
-13901,M,206799.3487918636,922669.1119438098,10002,Secondary,0.0018693451295626051,0.07832531910243934,0.8406754915622701,1
-23914,F,137930.29693797167,368449.78490798915,10001,Higher education,0.9330799035904191,0.9350316576328564,0.9432418637389651,0
-8468,F,128306.60341144858,513386.76527490315,10002,Secondary,0.23489440612818935,0.5898583191430653,0.9661076231567661,1
-20813,F,118735.29954094764,379018.7834952542,10001,Secondary,0.6885290530689566,0.7535180075887757,0.440808535979622,0
-10995,M,177636.9461075313,448975.07359420526,10002,Higher education,0.5150801549554427,0.24038543557127967,0.48791068127801074,0
-11673,M,30000.0,127185.16980462831,10002,Secondary,0.32543375684088616,0.7615409226294236,0.281621968289101,0
-24696,F,116011.19198455621,387231.4057814508,10003,Higher education,0.28263952367638867,0.8284754400232166,0.5084324025948369,1
-19695,M,124326.52142355828,318555.43180205557,10001,Higher education,0.9287598625071047,0.43082939721447633,0.1507146981992119,0
-18158,F,190948.38429260397,274658.5293422152,10002,Higher education,0.9119258959198372,0.5719564727479653,0.671430960758198,0
-11601,M,139146.32239957995,637538.0116818814,10002,Secondary,0.5131348400537792,0.9718725349295546,0.024932534665029538,0
-7459,M,183535.59790307636,209575.32411530422,10002,Incomplete higher,0.2584951955351392,0.8467296417077589,0.23562775628554977,0
-19759,M,265679.87553280464,1183005.904636472,10003,Higher education,0.10234203217199778,0.44485006106816427,0.2080716981913151,0
-20619,F,210509.9854944478,513611.9670212973,10003,Secondary,0.1565763828590856,0.6645738587558458,0.937889071422054,0
-25348,F,195545.49263979652,695624.7465301995,10003,Higher education,0.5222517257406045,0.784231476802513,0.14490175170784914,1
-14103,M,154756.80061123642,725623.5157527421,10002,Secondary,0.30782996057900913,0.024328820578248478,0.8907754507830942,0
-12862,M,221962.3331228979,356654.95043259265,10002,Secondary,0.0420681422599567,0.5883659866252704,0.12435822136816377,0
-21161,M,159453.13593899214,521061.26098983793,10003,Higher education,0.4551673853111001,0.9845286134127084,0.6506979862804624,0
-23223,F,143770.51267095027,583382.1307728881,10001,Higher education,0.7461892924643136,0.9471806498263313,0.31988596817333814,0
-17546,M,203982.1369967354,822116.413605578,10002,Secondary,0.8916951159599875,0.8324403947624444,0.3160023685469916,0
-17773,F,130390.4196818851,404539.88345317356,10002,Secondary,0.5852840456830893,0.1062140931306853,0.9982711001214651,0
-25353,F,225135.1533654891,787738.4098435421,10001,Incomplete higher,0.723292123842446,0.9940414525161517,0.2260428577929241,1
-23620,F,144996.75265329547,584352.5694391932,10001,Secondary,0.3640704708649324,0.6095381531379492,0.2025600679344426,0
-13776,M,224688.09691844898,980563.6944525751,10002,Secondary,0.49623817921693947,0.2229082494294905,0.5893347490979636,0
-10463,F,259613.80173303193,1050722.5788928622,10002,Incomplete higher,0.7296268565100292,0.6742686896143166,0.740752397028573,0
-16211,M,244435.0814705844,590559.989980571,10002,Secondary,0.7276582273722945,0.8565235620796813,0.9825045235234476,0
-13961,M,98623.38917164387,491825.53216831904,10002,Higher education,0.42452626456950415,0.11232776084763585,0.7014137742374608,0
-9842,F,201895.43843203684,552791.8858254767,10003,Secondary,0.5436673415583227,0.9164381432894246,0.5618710662504095,1
-8507,F,228496.4139092202,250856.80130030535,10002,Higher education,0.9238553395509694,0.9202042814189951,0.40913171775808765,0
-22739,M,220646.45506860735,540687.0347290754,10001,Secondary,0.6319976049432336,0.013464406231317838,0.5951128089726664,1
-11307,M,119965.81198423002,181284.15559701037,10003,Incomplete higher,0.6425746256865896,0.9003191216633942,0.6008349967526917,0
-19004,F,125552.09970446784,186541.60129766908,10001,Secondary,0.78462029238536,0.9468179182401563,0.21771149386432376,0
-23564,M,224482.35333389943,477280.94673049706,10001,Higher education,0.11522289631597282,0.037691796980345194,0.6712085615338034,1
-17212,F,122137.97709833244,148214.67664007028,10003,Incomplete higher,0.5228842916487275,0.2941663235080507,0.20442379066440408,0
-14139,F,151899.125000978,570236.7208886626,10003,Incomplete higher,0.959431736270982,0.3731075068161265,0.4899548233953591,0
-22639,M,259701.88838814604,336562.1001760125,10001,Secondary,0.3616603921760989,0.3488904720663901,0.2598695126299123,0
-23816,F,150415.03260395656,272726.25303972926,10001,Incomplete higher,0.29492614642209103,0.7590032372701891,0.31280102372975105,0
-7323,M,150001.39314169908,205741.73952803508,10003,Secondary,0.6012079656047576,0.358104459223867,0.6138770199960298,0
-16870,F,116213.53289243282,145577.31358459182,10003,Higher education,0.22111942456530342,0.9565788098947423,0.06448511473780028,0
-19791,F,177152.75038012577,366884.52625688317,10001,Secondary,0.555945156523649,0.994992625304738,0.012034815324227455,0
-23165,M,94073.01635553983,309274.06010926113,10001,Secondary,0.15565201085764058,0.3168188707062466,0.13062000954764363,0
-14439,F,154392.02378060203,750151.0452675784,10002,Secondary,0.5797934606979056,0.5088007532065069,0.16870697807449753,0
-20814,F,175311.4882912615,789292.0489206499,10001,Higher education,0.6023791836451775,0.5577058403000075,0.19787296804563392,0
-23748,M,241122.70575986945,1085952.9384408311,10001,Higher education,0.41840047901226285,0.5794028299670617,0.7739310702144798,0
-17395,F,199765.81749544074,340454.51904768834,10002,Secondary,0.38274642543868853,0.3742089941952996,0.4468579670378786,0
-17430,M,136914.34747875176,281992.7296394776,10003,Higher education,0.24545827840044931,0.16599350195882967,0.46993613384427213,1
-18934,M,246475.45393203295,321791.7636700192,10001,Incomplete higher,0.33092230783359433,0.054560541731127676,0.6443341628555435,0
-11293,M,171732.6430831924,706486.3453640715,10003,Higher education,0.49834596719136337,0.10634866564983214,0.7291087684128477,0
-11064,M,112440.91823925593,143841.7544276772,10003,Secondary,0.24765890102910104,0.9012912375938412,0.003508349553436041,0
-8904,M,183911.2153702805,593441.5250184274,10002,Incomplete higher,0.7828344633718626,0.2803750066205071,0.8567253358051695,1
-11475,M,281750.78806670586,561107.3394457414,10002,Higher education,0.7090352413257717,0.07682298321104453,0.9884348472741084,0
-16342,F,174232.15613666974,343896.387012217,10002,Secondary,0.26930586714599547,0.6235296995443529,0.12180743223842172,0
-9179,F,177649.6523622115,881657.4989672907,10003,Higher education,0.09743516310154798,0.07530715126128529,0.6510805836569036,1
-13715,F,261932.58213380468,1054833.737928247,10003,Secondary,0.0001800389839627936,0.07005293966902426,0.0024137544009764644,1
-12382,M,98725.62659632764,429235.0768779768,10002,Higher education,0.5967188523814889,0.6215705058712215,0.04902948617458236,1
-23501,M,96409.35730618602,316987.28964331676,10003,Incomplete higher,0.21136374645364886,0.5913952441985306,0.2850010200860553,0
-20127,M,80652.76795805249,361651.62079531845,10003,Secondary,0.012582470101539123,0.04147728694996011,0.8464040844196341,0
-10961,F,195593.26652540415,700607.6787925693,10003,Secondary,0.35908527059202267,0.4604778344369488,0.6525009014377374,0
-18392,F,170744.24967295624,816959.1268158889,10001,Secondary,0.9619984623174334,0.4357683079060346,0.44582093197232686,0
-15302,M,277910.42267768714,590658.1241316302,10002,Secondary,0.6899428076298173,0.546689129702555,0.4385984736023928,0
-18150,M,192857.91670986117,652106.266215261,10003,Higher education,0.8577637029224581,0.7378447104367875,0.46605357435312667,0
-15676,F,143836.71857798082,540901.6324781461,10002,Higher education,0.14473909826073006,0.2828000475621941,0.3110331078010038,0
-10399,M,192511.43775124048,495091.13989924366,10003,Secondary,0.07328815461943639,0.43278028358381027,0.8777145176255143,0
-24396,M,173642.46571233595,784661.1183981921,10003,Incomplete higher,0.011529763509722457,0.792742684360965,0.5678691311997973,1
-21051,F,69686.31772060347,342801.8158315169,10001,Secondary,0.9556622900194871,0.9225563904605687,0.48394996352585284,0
-19255,F,305213.3152036423,908033.4088367075,10003,Incomplete higher,0.30020273535354847,0.8913229730498781,0.46507660315710386,0
-13367,M,219439.9457078732,562328.602034082,10003,Secondary,0.45950494234085804,0.4776309520940417,0.9358264668979426,0
-12676,M,201459.06606630053,581763.763379295,10002,Higher education,0.3945236236017745,0.5208657970021019,0.7236619282196818,0
-7518,F,216478.00029037357,954872.9822510506,10002,Secondary,0.7304569353928593,0.5291054421521594,0.14481455471658566,0
-20011,M,216401.75196712144,775123.7444534851,10001,Secondary,0.3099648819527431,0.8687155697074848,0.4369701699432651,0
-15913,M,173878.94715557687,205018.8391359915,10003,Incomplete higher,0.5354528826140516,0.8399395069380008,0.2883722104145233,0
-9964,M,152534.57214545063,483333.1934253482,10002,Secondary,0.9955822649554675,0.3115325285453451,0.9868686577301626,0
-22993,M,203517.2808684702,217600.77662420206,10001,Incomplete higher,0.44406355134423625,0.16284968942203526,0.4153957063131808,0
-19958,M,197625.70418664202,813060.1079016685,10001,Higher education,0.5512715406997556,0.3789745614921016,0.06787010302978236,0
-9068,F,129284.8875862465,299068.14909873623,10002,Incomplete higher,0.5025280623108378,0.28840638324940115,0.41121200146280434,1
-23350,M,248906.7209153413,718850.0594006656,10001,Incomplete higher,0.8031861581360322,0.9507807248149095,0.3213502806059353,0
-11378,M,209266.26532085793,877811.802988165,10002,Secondary,0.266839654033575,0.2659156794386516,0.5995826470782478,0
-22589,F,192542.47229512097,228315.9527566605,10001,Higher education,0.17043801614279697,0.18120668172693555,0.22607817522902984,0
-11343,F,253785.64441208832,414727.9075168839,10003,Incomplete higher,0.754093158264862,0.8994790625592155,0.03597364969938166,0
-13581,F,170913.0642366099,442979.5737685674,10003,Secondary,0.4156181863686542,0.08647860435607102,0.09588037515889136,1
-22681,F,171062.03065497972,328387.8921541074,10001,Incomplete higher,0.9137260089766872,0.2602660514264602,0.28314758953436536,0
-8210,M,249372.02389716008,586424.6735902141,10002,Higher education,0.6441592857933977,0.4391111940005884,0.3483226315331076,0
-11558,F,131200.09305135062,655042.5670233463,10003,Higher education,0.5643431117117426,0.5951073781596821,0.8344505400447328,0
-19851,F,162239.5915952093,697899.1965902671,10001,Secondary,0.07045705482587716,0.3276728963733063,0.2700696840143848,0
-21563,F,163105.68260103857,739783.3181265001,10001,Higher education,0.730411905137798,0.496233996921005,0.03149305347604614,0
-12104,F,117256.1610262769,556757.8770415066,10002,Secondary,0.6860403655129582,0.1988311864306065,0.7807334832028542,1
